"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"570","","","","","","","","","","","","","","","","","","","",""
"571","20110512","PTA","","","","","","","","","","","","","","","","","",""
"572","","","","","","","","","","","","","","","","","","","",""
"573","","","","","","","","","","","","","","","","","","","",""
"574","","","","","","","","","","","","","","","","","","","",""
"575","","","","","","","","","","","","","","","","","","","",""
"576","","","","","","","","","","","","","","","","","","","",""
"577","","","","","","","","","","","","","","","","","","","",""
"578","","","","","","","","","","","","","","","","","","","",""
"579","","","","","","","","","","","","","","","","","","","",""
"580","","","","","","","","","","","","","","","","","","","",""
"581","20110526","PTA","","","","","","","","","","","","","","","","","",""
"582","","","","","","","","","","","","","","","","","","","",""
"583","","","","","","","","","","","","","","","","","","","",""
"584","","","","","","","","","","","","","","","","","","","",""
"585","","","","","","","","","","","","","","","","","","","",""
"586","","","","","","","","","","","","","","","","","","","",""
"587","","","","","","","","","","","","","","","","","","","",""
"588","","","","","","","","","","","","","","","","","","","",""
"589","","","","","","","","","","","","","","","","","","","",""
"590","","","","","","","","","","","","","","","","","","","",""
"591","20110610","AL","PTA","","","","","","","","","","","","","","","","",""
"592","","","","","","","","","","","","","","","","","","","",""
"593","","","","","","","","","","","","","","","","","","","",""
"594","","","","","","","","","","","","","","","","","","","",""
"595","","","","","","","","","","","","","","","","","","","",""
"596","","","","","","","","","","","","","","","","","","","",""
"597","","","","","","","","","","","","","","","","","","","",""
"598","","","","","","","","","","","","","","","","","","","",""
"599","","","","","","","","","","","","","","","","","","","",""
"600","","","","","","","","","","","","","","","","","","","",""
"601","20110624","AL","PTA","","","","","","","","","","","","","","","","",""
"602","","","","","","","","","","","","","","","","","","","",""
"603","","","","","","","","","","","","","","","","","","","",""
"604","","","","","","","","","","","","","","","","","","","",""
"605","","","","","","","","","","","","","","","","","","","",""
"606","","","","","","","","","","","","","","","","","","","",""
"607","","","","","","","","","","","","","","","","","","","",""
"608","","","","","","","","","","","","","","","","","","","",""
"609","","","","","","","","","","","","","","","","","","","",""
"610","","","","","","","","","","","","","","","","","","","",""
"611","20110708","AL","PTA","","","","","","","","","","","","","","","","",""
"612","","","","","","","","","","","","","","","","","","","",""
"613","","","","","","","","","","","","","","","","","","","",""
"614","","","","","","","","","","","","","","","","","","","",""
"615","","","","","","","","","","","","","","","","","","","",""
"616","","","","","","","","","","","","","","","","","","","",""
"617","","","","","","","","","","","","","","","","","","","",""
"618","","","","","","","","","","","","","","","","","","","",""
"619","","","","","","","","","","","","","","","","","","","",""
"620","","","","","","","","","","","","","","","","","","","",""
"621","20110722","A","AL","PTA","","","","","","","","","","","","","","","",""
"622","","","","","","","","","","","","","","","","","","","",""
"623","","","","","","","","","","","","","","","","","","","",""
"624","","","","","","","","","","","","","","","","","","","",""
"625","","","","","","","","","","","","","","","","","","","",""
"626","","","","","","","","","","","","","","","","","","","",""
"627","","","","","","","","","","","","","","","","","","","",""
"628","","","","","","","","","","","","","","","","","","","",""
"629","","","","","","","","","","","","","","","","","","","",""
"630","","","","","","","","","","","","","","","","","","","",""
"631","20110805","AL","PTA","","","","","","","","","","","","","","","","",""
"632","","","","","","","","","","","","","","","","","","","",""
"633","","","","","","","","","","","","","","","","","","","",""
"634","","","","","","","","","","","","","","","","","","","",""
"635","","","","","","","","","","","","","","","","","","","",""
"636","","","","","","","","","","","","","","","","","","","",""
"637","","","","","","","","","","","","","","","","","","","",""
"638","","","","","","","","","","","","","","","","","","","",""
"639","","","","","","","","","","","","","","","","","","","",""
"640","","","","","","","","","","","","","","","","","","","",""
"641","20110819","RU","","","","","","","","","","","","","","","","","",""
"642","","","","","","","","","","","","","","","","","","","",""
"643","","","","","","","","","","","","","","","","","","","",""
"644","","","","","","","","","","","","","","","","","","","",""
"645","","","","","","","","","","","","","","","","","","","",""
"646","","","","","","","","","","","","","","","","","","","",""
"647","","","","","","","","","","","","","","","","","","","",""
"648","","","","","","","","","","","","","","","","","","","",""
"649","","","","","","","","","","","","","","","","","","","",""
"650","","","","","","","","","","","","","","","","","","","",""
"651","20110902","PTA","","","","","","","","","","","","","","","","","",""
"652","","","","","","","","","","","","","","","","","","","",""
"653","","","","","","","","","","","","","","","","","","","",""
"654","","","","","","","","","","","","","","","","","","","",""
"655","","","","","","","","","","","","","","","","","","","",""
"656","","","","","","","","","","","","","","","","","","","",""
"657","","","","","","","","","","","","","","","","","","","",""
"658","","","","","","","","","","","","","","","","","","","",""
"659","","","","","","","","","","","","","","","","","","","",""
"660","","","","","","","","","","","","","","","","","","","",""
"661","20110919","AL","C","","","","","","","","","","","","","","","","",""
"662","","","","","","","","","","","","","","","","","","","",""
"663","","","","","","","","","","","","","","","","","","","",""
"664","","","","","","","","","","","","","","","","","","","",""
"665","","","","","","","","","","","","","","","","","","","",""
"666","","","","","","","","","","","","","","","","","","","",""
"667","","","","","","","","","","","","","","","","","","","",""
"668","","","","","","","","","","","","","","","","","","","",""
"669","","","","","","","","","","","","","","","","","","","",""
"670","","","","","","","","","","","","","","","","","","","",""
"671","20111010","AL","C","","","","","","","","","","","","","","","","",""
"672","","","","","","","","","","","","","","","","","","","",""
"673","","","","","","","","","","","","","","","","","","","",""
"674","","","","","","","","","","","","","","","","","","","",""
"675","","","","","","","","","","","","","","","","","","","",""
"676","","","","","","","","","","","","","","","","","","","",""
"677","","","","","","","","","","","","","","","","","","","",""
"678","","","","","","","","","","","","","","","","","","","",""
"679","","","","","","","","","","","","","","","","","","","",""
"680","","","","","","","","","","","","","","","","","","","",""
"681","20111024","C","RU","","","","","","","","","","","","","","","","",""
"682","","","","","","","","","","","","","","","","","","","",""
"683","","","","","","","","","","","","","","","","","","","",""
"684","","","","","","","","","","","","","","","","","","","",""
"685","","","","","","","","","","","","","","","","","","","",""
"686","","","","","","","","","","","","","","","","","","","",""
"687","","","","","","","","","","","","","","","","","","","",""
"688","","","","","","","","","","","","","","","","","","","",""
"689","","","","","","","","","","","","","","","","","","","",""
"690","","","","","","","","","","","","","","","","","","","",""
"691","20111107","C","RU","","","","","","","","","","","","","","","","",""
"692","","","","","","","","","","","","","","","","","","","",""
"693","","","","","","","","","","","","","","","","","","","",""
"694","","","","","","","","","","","","","","","","","","","",""
"695","","","","","","","","","","","","","","","","","","","",""
"696","","","","","","","","","","","","","","","","","","","",""
"697","","","","","","","","","","","","","","","","","","","",""
"698","","","","","","","","","","","","","","","","","","","",""
"699","","","","","","","","","","","","","","","","","","","",""
"700","","","","","","","","","","","","","","","","","","","",""
"701","20111121","AU","PTA","RU","","","","","","","","","","","","","","","",""
"702","","","","","","","","","","","","","","","","","","","",""
"703","","","","","","","","","","","","","","","","","","","",""
"704","","","","","","","","","","","","","","","","","","","",""
"705","","","","","","","","","","","","","","","","","","","",""
"706","","","","","","","","","","","","","","","","","","","",""
"707","","","","","","","","","","","","","","","","","","","",""
"708","","","","","","","","","","","","","","","","","","","",""
"709","","","","","","","","","","","","","","","","","","","",""
"710","","","","","","","","","","","","","","","","","","","",""
"711","20111205","AU","RU","","","","","","","","","","","","","","","","",""
"712","","","","","","","","","","","","","","","","","","","",""
"713","","","","","","","","","","","","","","","","","","","",""
"714","","","","","","","","","","","","","","","","","","","",""
"715","","","","","","","","","","","","","","","","","","","",""
"716","","","","","","","","","","","","","","","","","","","",""
"717","","","","","","","","","","","","","","","","","","","",""
"718","","","","","","","","","","","","","","","","","","","",""
"719","","","","","","","","","","","","","","","","","","","",""
"720","","","","","","","","","","","","","","","","","","","",""
"721","20111219","AU","C","CU","L","RU","","","","","","","","","","","","","",""
"722","","","","","","","","","","","","","","","","","","","",""
"723","","","","","","","","","","","","","","","","","","","",""
"724","","","","","","","","","","","","","","","","","","","",""
"725","","","","","","","","","","","","","","","","","","","",""
"726","","","","","","","","","","","","","","","","","","","",""
"727","","","","","","","","","","","","","","","","","","","",""
"728","","","","","","","","","","","","","","","","","","","",""
"729","","","","","","","","","","","","","","","","","","","",""
"730","","","","","","","","","","","","","","","","","","","",""
"731","20120104","CU","L","RU","","","","","","","","","","","","","","","",""
"732","","","","","","","","","","","","","","","","","","","",""
"733","","","","","","","","","","","","","","","","","","","",""
"734","","","","","","","","","","","","","","","","","","","",""
"735","","","","","","","","","","","","","","","","","","","",""
"736","","","","","","","","","","","","","","","","","","","",""
"737","","","","","","","","","","","","","","","","","","","",""
"738","","","","","","","","","","","","","","","","","","","",""
"739","","","","","","","","","","","","","","","","","","","",""
"740","","","","","","","","","","","","","","","","","","","",""
"741","20120118","AU","CU","L","PVC","","","","","","","","","","","","","","",""
"742","","","","","","","","","","","","","","","","","","","",""
"743","","","","","","","","","","","","","","","","","","","",""
"744","","","","","","","","","","","","","","","","","","","",""
"745","","","","","","","","","","","","","","","","","","","",""
"746","","","","","","","","","","","","","","","","","","","",""
"747","","","","","","","","","","","","","","","","","","","",""
"748","","","","","","","","","","","","","","","","","","","",""
"749","","","","","","","","","","","","","","","","","","","",""
"750","","","","","","","","","","","","","","","","","","","",""
"751","20120208","C","CU","L","PTA","","","","","","","","","","","","","","",""
"752","","","","","","","","","","","","","","","","","","","",""
"753","","","","","","","","","","","","","","","","","","","",""
"754","","","","","","","","","","","","","","","","","","","",""
"755","","","","","","","","","","","","","","","","","","","",""
"756","","","","","","","","","","","","","","","","","","","",""
"757","","","","","","","","","","","","","","","","","","","",""
"758","","","","","","","","","","","","","","","","","","","",""
"759","","","","","","","","","","","","","","","","","","","",""
"760","","","","","","","","","","","","","","","","","","","",""
"761","20120222","CU","L","","","","","","","","","","","","","","","","",""
"762","","","","","","","","","","","","","","","","","","","",""
"763","","","","","","","","","","","","","","","","","","","",""
"764","","","","","","","","","","","","","","","","","","","",""
"765","","","","","","","","","","","","","","","","","","","",""
"766","","","","","","","","","","","","","","","","","","","",""
"767","","","","","","","","","","","","","","","","","","","",""
"768","","","","","","","","","","","","","","","","","","","",""
"769","","","","","","","","","","","","","","","","","","","",""
"770","","","","","","","","","","","","","","","","","","","",""
"771","20120307","CU","L","RU","","","","","","","","","","","","","","","",""
"772","","","","","","","","","","","","","","","","","","","",""
"773","","","","","","","","","","","","","","","","","","","",""
"774","","","","","","","","","","","","","","","","","","","",""
"775","","","","","","","","","","","","","","","","","","","",""
"776","","","","","","","","","","","","","","","","","","","",""
"777","","","","","","","","","","","","","","","","","","","",""
"778","","","","","","","","","","","","","","","","","","","",""
"779","","","","","","","","","","","","","","","","","","","",""
"780","","","","","","","","","","","","","","","","","","","",""
"781","20120321","CU","","","","","","","","","","","","","","","","","",""
"782","","","","","","","","","","","","","","","","","","","",""
"783","","","","","","","","","","","","","","","","","","","",""
"784","","","","","","","","","","","","","","","","","","","",""
"785","","","","","","","","","","","","","","","","","","","",""
"786","","","","","","","","","","","","","","","","","","","",""
"787","","","","","","","","","","","","","","","","","","","",""
"788","","","","","","","","","","","","","","","","","","","",""
"789","","","","","","","","","","","","","","","","","","","",""
"790","","","","","","","","","","","","","","","","","","","",""
"791","20120409","A","CU","L","","","","","","","","","","","","","","","",""
"792","","","","","","","","","","","","","","","","","","","",""
"793","","","","","","","","","","","","","","","","","","","",""
"794","","","","","","","","","","","","","","","","","","","",""
"795","","","","","","","","","","","","","","","","","","","",""
"796","","","","","","","","","","","","","","","","","","","",""
"797","","","","","","","","","","","","","","","","","","","",""
"798","","","","","","","","","","","","","","","","","","","",""
"799","","","","","","","","","","","","","","","","","","","",""
"800","","","","","","","","","","","","","","","","","","","",""
"801","20120423","AU","CU","L","ZN","","","","","","","","","","","","","","",""
"802","","","","","","","","","","","","","","","","","","","",""
"803","","","","","","","","","","","","","","","","","","","",""
"804","","","","","","","","","","","","","","","","","","","",""
"805","","","","","","","","","","","","","","","","","","","",""
"806","","","","","","","","","","","","","","","","","","","",""
"807","","","","","","","","","","","","","","","","","","","",""
"808","","","","","","","","","","","","","","","","","","","",""
"809","","","","","","","","","","","","","","","","","","","",""
"810","","","","","","","","","","","","","","","","","","","",""
"811","20120509","AU","CU","PVC","","","","","","","","","","","","","","","",""
"812","","","","","","","","","","","","","","","","","","","",""
"813","","","","","","","","","","","","","","","","","","","",""
"814","","","","","","","","","","","","","","","","","","","",""
"815","","","","","","","","","","","","","","","","","","","",""
"816","","","","","","","","","","","","","","","","","","","",""
"817","","","","","","","","","","","","","","","","","","","",""
"818","","","","","","","","","","","","","","","","","","","",""
"819","","","","","","","","","","","","","","","","","","","",""
"820","","","","","","","","","","","","","","","","","","","",""
"821","20120523","AU","CU","PTA","","","","","","","","","","","","","","","",""
"822","","","","","","","","","","","","","","","","","","","",""
"823","","","","","","","","","","","","","","","","","","","",""
"824","","","","","","","","","","","","","","","","","","","",""
"825","","","","","","","","","","","","","","","","","","","",""
"826","","","","","","","","","","","","","","","","","","","",""
"827","","","","","","","","","","","","","","","","","","","",""
"828","","","","","","","","","","","","","","","","","","","",""
"829","","","","","","","","","","","","","","","","","","","",""
"830","","","","","","","","","","","","","","","","","","","",""
"831","20120606","AU","CU","PTA","ZN","","","","","","","","","","","","","","",""
"832","","","","","","","","","","","","","","","","","","","",""
"833","","","","","","","","","","","","","","","","","","","",""
"834","","","","","","","","","","","","","","","","","","","",""
"835","","","","","","","","","","","","","","","","","","","",""
"836","","","","","","","","","","","","","","","","","","","",""
"837","","","","","","","","","","","","","","","","","","","",""
"838","","","","","","","","","","","","","","","","","","","",""
"839","","","","","","","","","","","","","","","","","","","",""
"840","","","","","","","","","","","","","","","","","","","",""
"841","20120620","AU","CU","L","PVC","","","","","","","","","","","","","","",""
"842","","","","","","","","","","","","","","","","","","","",""
"843","","","","","","","","","","","","","","","","","","","",""
"844","","","","","","","","","","","","","","","","","","","",""
"845","","","","","","","","","","","","","","","","","","","",""
"846","","","","","","","","","","","","","","","","","","","",""
"847","","","","","","","","","","","","","","","","","","","",""
"848","","","","","","","","","","","","","","","","","","","",""
"849","","","","","","","","","","","","","","","","","","","",""
"850","","","","","","","","","","","","","","","","","","","",""
"851","20120705","AU","L","PVC","","","","","","","","","","","","","","","",""
"852","","","","","","","","","","","","","","","","","","","",""
"853","","","","","","","","","","","","","","","","","","","",""
"854","","","","","","","","","","","","","","","","","","","",""
"855","","","","","","","","","","","","","","","","","","","",""
"856","","","","","","","","","","","","","","","","","","","",""
"857","","","","","","","","","","","","","","","","","","","",""
"858","","","","","","","","","","","","","","","","","","","",""
"859","","","","","","","","","","","","","","","","","","","",""
"860","","","","","","","","","","","","","","","","","","","",""
"861","20120719","AU","CU","L","PVC","RU","ZN","","","","","","","","","","","","",""
"862","","","","","","","","","","","","","","","","","","","",""
"863","","","","","","","","","","","","","","","","","","","",""
"864","","","","","","","","","","","","","","","","","","","",""
"865","","","","","","","","","","","","","","","","","","","",""
"866","","","","","","","","","","","","","","","","","","","",""
"867","","","","","","","","","","","","","","","","","","","",""
"868","","","","","","","","","","","","","","","","","","","",""
"869","","","","","","","","","","","","","","","","","","","",""
"870","","","","","","","","","","","","","","","","","","","",""
"871","20120802","A","CU","L","PVC","RU","ZN","","","","","","","","","","","","",""
"872","","","","","","","","","","","","","","","","","","","",""
"873","","","","","","","","","","","","","","","","","","","",""
"874","","","","","","","","","","","","","","","","","","","",""
"875","","","","","","","","","","","","","","","","","","","",""
"876","","","","","","","","","","","","","","","","","","","",""
"877","","","","","","","","","","","","","","","","","","","",""
"878","","","","","","","","","","","","","","","","","","","",""
"879","","","","","","","","","","","","","","","","","","","",""
"880","","","","","","","","","","","","","","","","","","","",""
"881","20120816","A","AU","CU","L","PVC","RU","ZN","","","","","","","","","","","",""
"882","","","","","","","","","","","","","","","","","","","",""
"883","","","","","","","","","","","","","","","","","","","",""
"884","","","","","","","","","","","","","","","","","","","",""
"885","","","","","","","","","","","","","","","","","","","",""
"886","","","","","","","","","","","","","","","","","","","",""
"887","","","","","","","","","","","","","","","","","","","",""
"888","","","","","","","","","","","","","","","","","","","",""
"889","","","","","","","","","","","","","","","","","","","",""
"890","","","","","","","","","","","","","","","","","","","",""
"891","20120830","A","CU","L","PVC","RU","","","","","","","","","","","","","",""
"892","","","","","","","","","","","","","","","","","","","",""
"893","","","","","","","","","","","","","","","","","","","",""
"894","","","","","","","","","","","","","","","","","","","",""
"895","","","","","","","","","","","","","","","","","","","",""
"896","","","","","","","","","","","","","","","","","","","",""
"897","","","","","","","","","","","","","","","","","","","",""
"898","","","","","","","","","","","","","","","","","","","",""
"899","","","","","","","","","","","","","","","","","","","",""
"900","","","","","","","","","","","","","","","","","","","",""
"901","20120913","A","CU","PVC","RU","","","","","","","","","","","","","","",""
"902","","","","","","","","","","","","","","","","","","","",""
"903","","","","","","","","","","","","","","","","","","","",""
"904","","","","","","","","","","","","","","","","","","","",""
"905","","","","","","","","","","","","","","","","","","","",""
"906","","","","","","","","","","","","","","","","","","","",""
"907","","","","","","","","","","","","","","","","","","","",""
"908","","","","","","","","","","","","","","","","","","","",""
"909","","","","","","","","","","","","","","","","","","","",""
"910","","","","","","","","","","","","","","","","","","","",""
"911","20120927","A","L","PVC","RB","","","","","","","","","","","","","","",""
"912","","","","","","","","","","","","","","","","","","","",""
"913","","","","","","","","","","","","","","","","","","","",""
"914","","","","","","","","","","","","","","","","","","","",""
"915","","","","","","","","","","","","","","","","","","","",""
"916","","","","","","","","","","","","","","","","","","","",""
"917","","","","","","","","","","","","","","","","","","","",""
"918","","","","","","","","","","","","","","","","","","","",""
"919","","","","","","","","","","","","","","","","","","","",""
"920","","","","","","","","","","","","","","","","","","","",""
"921","20121018","A","RB","","","","","","","","","","","","","","","","",""
"922","","","","","","","","","","","","","","","","","","","",""
"923","","","","","","","","","","","","","","","","","","","",""
"924","","","","","","","","","","","","","","","","","","","",""
"925","","","","","","","","","","","","","","","","","","","",""
"926","","","","","","","","","","","","","","","","","","","",""
"927","","","","","","","","","","","","","","","","","","","",""
"928","","","","","","","","","","","","","","","","","","","",""
"929","","","","","","","","","","","","","","","","","","","",""
"930","","","","","","","","","","","","","","","","","","","",""
"931","20121101","A","L","PVC","","","","","","","","","","","","","","","",""
"932","","","","","","","","","","","","","","","","","","","",""
"933","","","","","","","","","","","","","","","","","","","",""
"934","","","","","","","","","","","","","","","","","","","",""
"935","","","","","","","","","","","","","","","","","","","",""
"936","","","","","","","","","","","","","","","","","","","",""
"937","","","","","","","","","","","","","","","","","","","",""
"938","","","","","","","","","","","","","","","","","","","",""
"939","","","","","","","","","","","","","","","","","","","",""
"940","","","","","","","","","","","","","","","","","","","",""
"941","","","","","","","","","","","","","","","","","","","",""
"942","","","","","","","","","","","","","","","","","","","",""
"943","","","","","","","","","","","","","","","","","","","",""
"944","","","","","","","","","","","","","","","","","","","",""
"945","","","","","","","","","","","","","","","","","","","",""
"946","","","","","","","","","","","","","","","","","","","",""
"947","","","","","","","","","","","","","","","","","","","",""
"948","","","","","","","","","","","","","","","","","","","",""
"949","","","","","","","","","","","","","","","","","","","",""
"950","","","","","","","","","","","","","","","","","","","",""
"951","","","","","","","","","","","","","","","","","","","",""
"952","","","","","","","","","","","","","","","","","","","",""
"953","","","","","","","","","","","","","","","","","","","",""
"954","","","","","","","","","","","","","","","","","","","",""
"955","","","","","","","","","","","","","","","","","","","",""
"956","","","","","","","","","","","","","","","","","","","",""
"957","","","","","","","","","","","","","","","","","","","",""
"958","","","","","","","","","","","","","","","","","","","",""
"959","","","","","","","","","","","","","","","","","","","",""
"960","","","","","","","","","","","","","","","","","","","",""
"961","20121213","AU","PTA","PVC","","","","","","","","","","","","","","","",""
"962","","","","","","","","","","","","","","","","","","","",""
"963","","","","","","","","","","","","","","","","","","","",""
"964","","","","","","","","","","","","","","","","","","","",""
"965","","","","","","","","","","","","","","","","","","","",""
"966","","","","","","","","","","","","","","","","","","","",""
"967","","","","","","","","","","","","","","","","","","","",""
"968","","","","","","","","","","","","","","","","","","","",""
"969","","","","","","","","","","","","","","","","","","","",""
"970","","","","","","","","","","","","","","","","","","","",""
"971","20121227","AU","PTA","PVC","","","","","","","","","","","","","","","",""
"972","","","","","","","","","","","","","","","","","","","",""
"973","","","","","","","","","","","","","","","","","","","",""
"974","","","","","","","","","","","","","","","","","","","",""
"975","","","","","","","","","","","","","","","","","","","",""
"976","","","","","","","","","","","","","","","","","","","",""
"977","","","","","","","","","","","","","","","","","","","",""
"978","","","","","","","","","","","","","","","","","","","",""
"979","","","","","","","","","","","","","","","","","","","",""
"980","","","","","","","","","","","","","","","","","","","",""
"981","20130115","AU","CF","PTA","SR","","","","","","","","","","","","","","",""
"982","","","","","","","","","","","","","","","","","","","",""
"983","","","","","","","","","","","","","","","","","","","",""
"984","","","","","","","","","","","","","","","","","","","",""
"985","","","","","","","","","","","","","","","","","","","",""
"986","","","","","","","","","","","","","","","","","","","",""
"987","","","","","","","","","","","","","","","","","","","",""
"988","","","","","","","","","","","","","","","","","","","",""
"989","","","","","","","","","","","","","","","","","","","",""
"990","","","","","","","","","","","","","","","","","","","",""
"991","20130129","A","AU","CF","OI","PVC","RB","SR","","","","","","","","","","","",""
"992","","","","","","","","","","","","","","","","","","","",""
"993","","","","","","","","","","","","","","","","","","","",""
"994","","","","","","","","","","","","","","","","","","","",""
"995","","","","","","","","","","","","","","","","","","","",""
"996","","","","","","","","","","","","","","","","","","","",""
"997","","","","","","","","","","","","","","","","","","","",""
"998","","","","","","","","","","","","","","","","","","","",""
"999","","","","","","","","","","","","","","","","","","","",""
"1000","","","","","","","","","","","","","","","","","","","",""
"1001","20130219","A","AU","CF","FG","OI","PVC","RB","SR","","","","","","","","","","",""
"1002","","","","","","","","","","","","","","","","","","","",""
"1003","","","","","","","","","","","","","","","","","","","",""
"1004","","","","","","","","","","","","","","","","","","","",""
"1005","","","","","","","","","","","","","","","","","","","",""
"1006","","","","","","","","","","","","","","","","","","","",""
"1007","","","","","","","","","","","","","","","","","","","",""
"1008","","","","","","","","","","","","","","","","","","","",""
"1009","","","","","","","","","","","","","","","","","","","",""
"1010","","","","","","","","","","","","","","","","","","","",""
"1011","20130305","A","AU","CF","FG","SR","","","","","","","","","","","","","",""
"1012","","","","","","","","","","","","","","","","","","","",""
"1013","","","","","","","","","","","","","","","","","","","",""
"1014","","","","","","","","","","","","","","","","","","","",""
"1015","","","","","","","","","","","","","","","","","","","",""
"1016","","","","","","","","","","","","","","","","","","","",""
"1017","","","","","","","","","","","","","","","","","","","",""
"1018","","","","","","","","","","","","","","","","","","","",""
"1019","","","","","","","","","","","","","","","","","","","",""
"1020","","","","","","","","","","","","","","","","","","","",""
"1021","20130319","A","AU","CF","FG","OI","SR","","","","","","","","","","","","",""
"1022","","","","","","","","","","","","","","","","","","","",""
"1023","","","","","","","","","","","","","","","","","","","",""
"1024","","","","","","","","","","","","","","","","","","","",""
"1025","","","","","","","","","","","","","","","","","","","",""
"1026","","","","","","","","","","","","","","","","","","","",""
"1027","","","","","","","","","","","","","","","","","","","",""
"1028","","","","","","","","","","","","","","","","","","","",""
"1029","","","","","","","","","","","","","","","","","","","",""
"1030","","","","","","","","","","","","","","","","","","","",""
"1031","20130402","A","AU","CF","FG","SR","","","","","","","","","","","","","",""
"1032","","","","","","","","","","","","","","","","","","","",""
"1033","","","","","","","","","","","","","","","","","","","",""
"1034","","","","","","","","","","","","","","","","","","","",""
"1035","","","","","","","","","","","","","","","","","","","",""
"1036","","","","","","","","","","","","","","","","","","","",""
"1037","","","","","","","","","","","","","","","","","","","",""
"1038","","","","","","","","","","","","","","","","","","","",""
"1039","","","","","","","","","","","","","","","","","","","",""
"1040","","","","","","","","","","","","","","","","","","","",""
"1041","20130418","A","AU","CF","FG","PVC","SR","","","","","","","","","","","","",""
"1042","","","","","","","","","","","","","","","","","","","",""
"1043","","","","","","","","","","","","","","","","","","","",""
"1044","","","","","","","","","","","","","","","","","","","",""
"1045","","","","","","","","","","","","","","","","","","","",""
"1046","","","","","","","","","","","","","","","","","","","",""
"1047","","","","","","","","","","","","","","","","","","","",""
"1048","","","","","","","","","","","","","","","","","","","",""
"1049","","","","","","","","","","","","","","","","","","","",""
"1050","","","","","","","","","","","","","","","","","","","",""
"1051","20130507","A","AU","L","","","","","","","","","","","","","","","",""
"1052","","","","","","","","","","","","","","","","","","","",""
"1053","","","","","","","","","","","","","","","","","","","",""
"1054","","","","","","","","","","","","","","","","","","","",""
"1055","","","","","","","","","","","","","","","","","","","",""
"1056","","","","","","","","","","","","","","","","","","","",""
"1057","","","","","","","","","","","","","","","","","","","",""
"1058","","","","","","","","","","","","","","","","","","","",""
"1059","","","","","","","","","","","","","","","","","","","",""
"1060","","","","","","","","","","","","","","","","","","","",""
"1061","20130521","A","AU","L","","","","","","","","","","","","","","","",""
"1062","","","","","","","","","","","","","","","","","","","",""
"1063","","","","","","","","","","","","","","","","","","","",""
"1064","","","","","","","","","","","","","","","","","","","",""
"1065","","","","","","","","","","","","","","","","","","","",""
"1066","","","","","","","","","","","","","","","","","","","",""
"1067","","","","","","","","","","","","","","","","","","","",""
"1068","","","","","","","","","","","","","","","","","","","",""
"1069","","","","","","","","","","","","","","","","","","","",""
"1070","","","","","","","","","","","","","","","","","","","",""
"1071","20130604","CF","L","PVC","SR","","","","","","","","","","","","","","",""
"1072","","","","","","","","","","","","","","","","","","","",""
"1073","","","","","","","","","","","","","","","","","","","",""
"1074","","","","","","","","","","","","","","","","","","","",""
"1075","","","","","","","","","","","","","","","","","","","",""
"1076","","","","","","","","","","","","","","","","","","","",""
"1077","","","","","","","","","","","","","","","","","","","",""
"1078","","","","","","","","","","","","","","","","","","","",""
"1079","","","","","","","","","","","","","","","","","","","",""
"1080","","","","","","","","","","","","","","","","","","","",""
"1081","20130621","AU","ZN","","","","","","","","","","","","","","","","",""
"1082","","","","","","","","","","","","","","","","","","","",""
"1083","","","","","","","","","","","","","","","","","","","",""
"1084","","","","","","","","","","","","","","","","","","","",""
"1085","","","","","","","","","","","","","","","","","","","",""
"1086","","","","","","","","","","","","","","","","","","","",""
"1087","","","","","","","","","","","","","","","","","","","",""
"1088","","","","","","","","","","","","","","","","","","","",""
"1089","","","","","","","","","","","","","","","","","","","",""
"1090","","","","","","","","","","","","","","","","","","","",""
"1091","20130705","AU","ZN","","","","","","","","","","","","","","","","",""
"1092","","","","","","","","","","","","","","","","","","","",""
"1093","","","","","","","","","","","","","","","","","","","",""
"1094","","","","","","","","","","","","","","","","","","","",""
"1095","","","","","","","","","","","","","","","","","","","",""
"1096","","","","","","","","","","","","","","","","","","","",""
"1097","","","","","","","","","","","","","","","","","","","",""
"1098","","","","","","","","","","","","","","","","","","","",""
"1099","","","","","","","","","","","","","","","","","","","",""
"1100","","","","","","","","","","","","","","","","","","","",""
"1101","20130719","AU","PVC","RB","ZN","","","","","","","","","","","","","","",""
"1102","","","","","","","","","","","","","","","","","","","",""
"1103","","","","","","","","","","","","","","","","","","","",""
"1104","","","","","","","","","","","","","","","","","","","",""
"1105","","","","","","","","","","","","","","","","","","","",""
"1106","","","","","","","","","","","","","","","","","","","",""
"1107","","","","","","","","","","","","","","","","","","","",""
"1108","","","","","","","","","","","","","","","","","","","",""
"1109","","","","","","","","","","","","","","","","","","","",""
"1110","","","","","","","","","","","","","","","","","","","",""
"1111","20130802","AU","RB","ZN","","","","","","","","","","","","","","","",""
"1112","","","","","","","","","","","","","","","","","","","",""
"1113","","","","","","","","","","","","","","","","","","","",""
"1114","","","","","","","","","","","","","","","","","","","",""
"1115","","","","","","","","","","","","","","","","","","","",""
"1116","","","","","","","","","","","","","","","","","","","",""
"1117","","","","","","","","","","","","","","","","","","","",""
"1118","","","","","","","","","","","","","","","","","","","",""
"1119","","","","","","","","","","","","","","","","","","","",""
"1120","","","","","","","","","","","","","","","","","","","",""
"1121","20130816","AU","PVC","RB","ZN","","","","","","","","","","","","","","",""
"1122","","","","","","","","","","","","","","","","","","","",""
